surface_id,bulk_id,crack_e_ads_o,gemnet_e_ads_o,crack_e_ads_oh,gemnet_e_ads_oh,gemnet_U_limiting,gemnet_eta_ORR,gemnet_limiting_step
mp-1224091_101,mp-1224091,1.7588324584960937,1.7534308471679685,0.9540941772460928,1.0049440917968742,0.7150559082031256,0.5149440917968744,1
mp-1224244_001,mp-1224244,2.3134970703125,1.9049887695312495,0.8144838867187492,0.7696230468749992,0.7696230468749992,0.4603769531250008,4
mp-1224376_001,mp-1224376,1.8448386230468747,1.4919486083984372,0.6355745849609367,0.8569338378906242,0.6350147705078131,0.5949852294921869,3
mp-1224378_001,mp-1224378,1.3063101806640622,2.2080206909179685,0.6403505859374992,0.8781206665039054,0.8418793334960943,0.38812066650390564,1
mp-1224795_001,mp-1224795,2.3497824707031247,2.107762817382812,0.7963335571289054,0.6218340454101554,0.6218340454101554,0.6081659545898446,4
mp-1224796_101,mp-1224796,1.8287253417968747,2.0218405761718747,0.7510073242187492,1.1162111816406242,0.6037888183593756,0.6262111816406244,1
mp-1224809_101,mp-1224809,1.7987113037109372,1.8739066162109368,0.5423586425781242,0.7895357666015617,0.7895357666015617,0.4404642333984383,4
mp-1224825_001,mp-1224825,2.0217490234375,2.1205496826171872,0.5025942382812492,0.9897921142578116,0.7302078857421881,0.4997921142578119,1
mp-1224840_101,mp-1224840,1.476682189941406,1.4877753295898437,0.5232775268554679,0.5171587524414054,0.5171587524414054,0.7128412475585946,4
mp-1224883_001,mp-1224883,1.6778769531249995,2.0630087890625,0.8874208984374992,1.1141665039062492,0.6058334960937506,0.6241665039062494,1
mp-1225676_001,mp-1225676,1.4501090087890622,1.2892966308593747,0.5758364257812492,0.7432100830078117,0.5460865478515631,0.6839134521484369,3
mp-1225701_001,mp-1225701,1.6124167480468747,1.7296805419921872,0.8722078857421867,1.1002199707031242,0.6197800292968756,0.6102199707031244,1
mp-1225786_001,mp-1225786,2.1052603759765622,2.3334403076171872,0.8672030029296867,1.1793673095703117,0.5406326904296881,0.6893673095703119,1
mp-1225832_001,mp-1225832,1.8784995117187495,1.8641867675781247,0.9106142578124992,1.1725161132812492,0.5474838867187506,0.6825161132812494,1
mp-1225993_110,mp-1225993,2.121312622070312,2.4092307128906247,0.8728182373046867,1.1515963134765617,0.5684036865234381,0.6615963134765619,1
mp-1225994_001,mp-1225994,2.108769897460937,2.139501098632812,1.0530397949218742,1.0578157958984369,0.6621842041015631,0.5678157958984369,1
mp-1226030_100,mp-1226030,1.6593527832031247,1.4603476562499995,0.7860109863281242,0.7542116699218742,0.7061359863281254,0.5238640136718746,3
mp-1226048_100,mp-1226048,1.8892111816406247,1.9667563476562495,1.0772097167968742,1.0307009277343742,0.6892990722656256,0.5407009277343744,1
mp-1226054_100,mp-1226054,2.1063132324218747,2.0093894042968747,0.9709780273437492,1.0192873535156242,0.7007126464843756,0.5292873535156244,1
mp-1226514_001,mp-1226514,2.201016906738281,2.5169119873046872,0.8557360229492179,1.0238497314453117,0.6961502685546881,0.5338497314453119,1
mp-1226837_001,mp-1226837,1.7385764160156247,1.6173911132812495,0.6026918945312492,0.8607485351562492,0.7566425781250004,0.47335742187499963,3
mp-1226957_001,mp-1226957,1.7089438476562495,1.7363486328124995,0.7526247558593742,0.6509554443359367,0.6509554443359367,0.5790445556640633,4
mp-1227206_110,mp-1227206,1.8607077636718747,1.8200583496093747,0.6668703613281242,0.7980654296874992,0.7980654296874992,0.4319345703125008,4
mp-1227285_110,mp-1227285,1.7643637695312495,1.6499533691406247,0.8734438476562492,0.6764528808593742,0.6764528808593742,0.5535471191406258,4
mp-1227290_001,mp-1227290,1.386441711425781,1.2103018798828122,0.8285143432617179,0.6963503417968742,0.5139515380859381,0.7160484619140619,3
