surface_id,bulk_id,gemnet_e_ads_o,gemnet_e_ads_oh,gemnet_U_limiting,gemnet_eta_ORR,dft_e_ads_o,dft_e_ads_oh,dft_U_limiting,dft_eta_ORR,dft_limiting_step,error_e_ads_o,error_e_ads_oh,error_eta,performance
mp-2685_101,mp-2685,2.107480529785156,0.8192751464843742,0.8192751464843742,0.4107248535156258,2.778234289999993,1.889686379999997,-0.16968637999999725,1.3996863799999972,1,-0.6707537602148368,-1.0704112335156228,-0.9889615264843714,Poor
mp-12465_001,mp-12465,2.0545249023437497,0.8598940429687492,0.8598940429687492,0.3701059570312508,3.0275021100000217,1.911474910000006,-0.19147491000000638,1.4214749100000064,1,-0.9729772076562719,-1.0515808670312567,-1.0513689529687555,Poor
mp-1223971_101,mp-1223971,1.7777152099609372,0.8315126953124992,0.8315126953124992,0.3984873046875008,1.5217820600000138,1.8100517200000148,-0.288269660000001,1.518269660000001,3,0.2559331499609234,-0.9785390246875156,-1.1197823553125001,Poor
mp-1021465_001,mp-1021465,1.8743338623046872,0.8635256347656242,0.8564743652343756,0.3735256347656244,0.807022350000004,-0.3279759800000228,-0.3279759800000228,1.5579759800000228,4,1.0673115123046832,1.191501614765647,-1.1844503452343984,Poor
mp-15895_110,mp-15895,2.1555991210937497,0.8623659667968742,0.8576340332031256,0.3723659667968744,1.602198129999998,1.9869375699999767,-0.3847394399999786,1.6147394399999786,3,0.5534009910937516,-1.1245716032031026,-1.2423734732031042,Poor
mvc-13140_101,mvc-13140,1.8380026855468747,0.9019472656249992,0.8180527343750006,0.4119472656249994,1.877746480000006,-0.4192199000000052,-0.4192199000000052,1.6492199000000052,4,-0.039743794453131365,1.3211671656250044,-1.2372726343750058,Poor
mp-1186930_001,mp-1186930,1.7801718749999995,0.8872072753906242,0.8327927246093756,0.3972072753906244,1.3880113600000286,-0.4398034599999825,-0.4398034599999825,1.6698034599999825,4,0.39216051499997095,1.3270107353906067,-1.272596184609358,Poor
mp-34467_101,mp-34467,2.145390991210937,0.8601687011718742,0.8598312988281256,0.3701687011718744,0.5324001400000142,-0.6863374200000045,-0.6863374200000045,1.9163374200000045,4,1.6129908512109226,1.5465061211718787,-1.5461687188281301,Poor
mp-1080677_11-1,mp-1080677,1.6246695556640622,0.8053515014648429,0.8053515014648429,0.424648498535157,3.720032170000003,2.5657407100000107,-0.8457407100000109,2.075740710000011,1,-2.095362614335941,-1.7603892085351678,-1.6510922114648539,Poor
mp-10621_10-1,mp-10621,1.6392569580078122,0.8242189941406242,0.8150379638671881,0.4149620361328119,4.723348800000018,2.82237709,-1.10237709,2.33237709,1,-3.0840918419922057,-1.9981580958593756,-1.9174150538671881,Poor
mp-1220678_001,mp-1220678,1.9455466308593747,0.8747561035156242,0.8452438964843756,0.3847561035156244,-2.017335700000025,-1.382984380000014,-1.382984380000014,2.6129843800000137,4,3.9628823308594,2.2577404835156383,-2.2282282764843893,Poor
mp-1009641_001,mp-1009641,1.8694510498046872,0.8316958007812492,0.8316958007812492,0.3983041992187508,3.97039874999998,3.121739099999981,-1.4017390999999808,2.631739099999981,1,-2.100947700195293,-2.290043299218732,-2.23343490078123,Poor
mp-18163_100,mp-18163,1.8711142578125,0.8792116699218742,0.8407883300781256,0.3892116699218744,0.2915819999999982,1.6950136100000144,-1.4034316100000161,2.633431610000016,3,1.5795322578125017,-0.8158019400781402,-2.2442199400781417,Poor
mp-9063_110,mp-9063,1.6736044921874995,0.8293459472656242,0.8293459472656242,0.4006540527343758,6.728152489999992,1.7332526999999909,-1.7948997900000014,3.0248997900000014,2,-5.0545479978124925,-0.9039067527343667,-2.6242457372656256,Poor
mp-1216184_001,mp-1216184,2.546041015625,0.9031679687499992,0.8168320312500006,0.4131679687499994,-0.39351522999997,-2.0337805399999844,-2.0337805399999844,3.2637805399999844,4,2.93955624562497,2.9369485087499836,-2.850612571249985,Poor
