surface_id,bulk_id,crack_e_ads_o,gemnet_e_ads_o,crack_e_ads_oh,gemnet_e_ads_oh,fork_U_limiting,fork_eta_ORR,fork_limiting_step
mp-30571_110,mp-30571,1.905148986816406,1.6501593627929685,0.6988298950195304,0.4349443969726554,0.6988298950195304,0.5311701049804696,4
mp-30853_001,mp-30853,1.3744711914062495,1.6670126953124995,0.8429873046874992,1.0392763671874992,0.5314838867187504,0.6985161132812496,3
mp-30856_111,mp-30856,1.2924399414062495,1.3236289062499995,0.6780092773437492,0.7293398437499992,0.6144306640625004,0.6155693359374996,3
mp-30931_110,mp-30931,1.9728140869140625,1.7366385498046872,1.0980989990234369,0.6165926513671867,0.6219010009765631,0.6080989990234369,1
mp-30971_001,mp-30971,2.4262900390625,2.0818686523437497,1.1523592529296869,1.2041781005859369,0.5676407470703131,0.6623592529296869,1
mp-30973_001,mp-30973,1.9984641113281247,1.9096884765625,0.6990358886718742,0.4885561523437491,0.6990358886718742,0.5309641113281258,4
mp-31002_110,mp-31002,1.6670432128906247,1.4726004638671872,0.9961855468749992,1.0218660888671869,0.6708576660156256,0.5591423339843744,3
mp-31070_010,mp-31070,2.0306906738281247,1.7935538330078122,1.0781405029296869,1.4659731445312492,0.6418594970703131,0.5881405029296869,1
mp-31103_100,mp-31103,1.6839194335937495,1.8662009277343747,0.7805483398437492,0.7513430175781242,0.7805483398437492,0.4494516601562508,4
mp-31138_001,mp-31138,1.5222373046874995,1.5812583007812495,0.5552675781249992,0.7124941406249992,0.5552675781249992,0.6747324218750008,4
mp-31220_001,mp-31220,1.6768546142578122,1.0447745361328122,0.7007448730468742,0.9898531494140616,0.7007448730468742,0.5292551269531258,4
mp-31263_001,mp-31263,1.6716055908203122,1.4539847412109372,0.6061098632812492,0.4583132324218741,0.6061098632812492,0.6238901367187508,4
mp-31309_001,mp-31309,2.125943664550781,2.1047720947265622,1.1792299804687492,1.623161560058593,0.5407700195312506,0.6892299804687494,1
mp-31313_001,mp-31313,1.899533752441406,1.537900451660156,0.6855623779296867,0.7538225708007804,0.6855623779296867,0.5444376220703133,4
mp-31337_111,mp-31337,1.5536398925781247,1.6557059326171872,0.7157900390624992,0.6215059814453117,0.7157900390624992,0.5142099609375008,4
mp-31485_100,mp-31485,1.6570639648437495,1.5088706054687495,0.6037294921874992,0.3847353515624991,0.6037294921874992,0.6262705078125008,4
mp-3159_101,mp-3159,1.5057120361328122,1.4026236572265622,0.8887941894531242,0.7824251708984367,0.6169178466796881,0.6130821533203119,3
mp-3208_001,mp-3208,1.6733603515624995,1.6465964355468747,0.8632204589843742,0.5985415039062492,0.8101398925781254,0.41986010742187463,3
mp-32616_010,mp-32616,2.2271018066406247,2.0102744140625,0.7322695312499992,0.7829592285156242,0.7322695312499992,0.4977304687500008,4
mp-32811_010,mp-32811,2.0370993652343747,2.1140875854492185,0.6168978271484367,0.8174135742187492,0.6168978271484367,0.6131021728515633,4
mp-32861_100,mp-32861,1.6214804687499995,1.6384787597656247,0.6617128906249992,0.4829104003906241,0.6617128906249992,0.5682871093750008,4
mp-3291_010,mp-3291,1.8244147338867185,1.8192572631835933,0.5200960693359367,0.8995516357421867,0.5200960693359367,0.7099039306640633,4
mp-3312_10-1,mp-3312,2.0468955078125,1.6677298583984372,0.9393618164062492,1.1781618652343742,0.7806381835937506,0.4493618164062494,1
mp-3345_010,mp-3345,1.7001547851562495,1.9176840820312495,1.0505983886718742,1.3309328613281242,0.6495563964843754,0.5804436035156246,3
mp-33880_100,mp-33880,1.5491232910156247,1.0402426757812495,0.5682146606445304,0.4137499389648429,0.5682146606445304,0.6617853393554696,4
mp-34292_001,mp-34292,1.7553916015624995,1.853574279785156,0.5331041870117179,0.8139956054687492,0.5331041870117179,0.6968958129882821,4
mp-34467_101,mp-34467,2.3196616210937497,2.145390991210937,0.8574068603515617,0.8601687011718742,0.8574068603515617,0.3725931396484383,4
mp-35015_100,mp-35015,2.2082114257812497,1.7863059082031247,0.7931063232421867,0.8290407714843742,0.7931063232421867,0.4368936767578133,4
mp-3529_011,mp-3529,2.0076499023437497,1.6326499023437495,0.9064943847656242,1.5204165039062492,0.8135056152343756,0.4164943847656244,1
mp-3534_001,mp-3534,1.6526312866210937,1.5282492675781247,0.9278490600585928,0.6581423339843742,0.7247822265625009,0.5052177734374991,3
mp-35539_101,mp-35539,1.8755545654296872,2.0073447265625,0.9664309082031242,1.6801455078124992,0.7535690917968756,0.4764309082031244,1
mp-358_110,mp-358,1.5745768585205075,1.156726364135742,0.6240294036865226,0.6117422637939445,0.6240294036865226,0.6059705963134774,4
mp-362_101,mp-362,1.7199759521484372,1.7921958007812495,0.6535036621093742,0.8813021240234367,0.6535036621093742,0.5764963378906258,4
mp-3650_100,mp-3650,1.3211264648437495,1.6073203124999995,0.5434877929687492,1.3975832519531242,0.5434877929687492,0.6865122070312508,4
mp-36539_100,mp-36539,1.5842490234374995,0.9627432861328122,0.6278536376953117,0.2443850097656241,0.6278536376953117,0.6021463623046883,4
mp-36582_110,mp-36582,1.7655844726562495,1.3979239501953122,1.1507570800781242,1.0229036865234369,0.5692429199218756,0.6607570800781244,1
mp-36641_001,mp-36641,1.3219199218749995,1.4227499999999995,0.5854494628906242,0.6237032470703117,0.5854494628906242,0.6445505371093758,4
mp-36751_100,mp-36751,1.4181113281249995,1.2977805175781247,0.7543032226562492,0.6079409179687492,0.6638081054687504,0.5661918945312496,3
mp-3708_100,mp-3708,1.7180228271484372,0.8755850830078122,0.5066225585937492,-0.1119840087890633,0.5066225585937492,0.7233774414062508,4
mp-3785_100,mp-3785,1.6503958740234372,1.1969122924804685,1.150230651855468,1.056663757324218,0.5001652221679693,0.7298347778320307,3
mp-3797_010,mp-3797,1.861791137695312,1.3489203491210937,0.9418261108398428,1.4759218749999992,0.7781738891601568,0.45182611083984314,1
mp-380_100,mp-380,2.4562430419921872,2.0959677734375,0.9624331054687492,1.466423278808593,0.7575668945312506,0.4724331054687494,1
mp-38970_010,mp-38970,1.5467886962890622,1.3407340087890622,0.7106630859374992,0.2247469482421866,0.7106630859374992,0.5193369140625008,4
mp-3934_010,mp-3934,1.8357749023437495,1.9479575195312495,0.9342958984374992,1.1022036132812492,0.7857041015625006,0.4442958984374994,1
mp-3938_001,mp-3938,1.8128562011718747,1.5333762207031247,0.5775148925781242,0.5274355468749992,0.5775148925781242,0.6524851074218758,4
mp-399_001,mp-399,2.2386069335937497,2.0065512695312497,1.215721374511718,1.1890566406249992,0.5042786254882818,0.7257213745117181,1
mp-4004_010,mp-4004,1.872655395507812,2.0148062744140622,0.6601412353515617,1.2332460937499992,0.6601412353515617,0.5698587646484383,4
mp-4068_001,mp-4068,1.8410849609375,1.4020895996093747,1.0051882324218742,1.4490969238281242,0.7148117675781256,0.5151882324218744,1
mp-409_110,mp-409,1.6672873535156247,1.0802817382812495,0.6225130615234367,0.5195925292968742,0.6225130615234367,0.6074869384765633,4
mp-4160_011,mp-4160,2.0447897949218747,1.9621481933593747,1.1203463134765617,1.4158480224609369,0.5996536865234381,0.6303463134765619,1
mp-423_001,mp-423,1.6114401855468747,1.2958273925781247,0.6176760253906242,0.3026430664062491,0.6176760253906242,0.6123239746093758,4
mp-4252_011,mp-4252,2.1300559082031247,1.817037109375,0.5243227539062492,1.0080874023437492,0.5243227539062492,0.7056772460937508,4
mp-441_111,mp-441,2.776425842285156,1.7347617187499995,0.9102251586914054,1.0075686035156242,0.8097748413085943,0.42022515869140564,1
mp-442_001,mp-442,1.6443381347656247,1.5414633789062495,0.5487215576171867,0.4873201904296866,0.5487215576171867,0.6812784423828133,4
mp-4452_101,mp-4452,1.7752585449218747,1.942967895507812,1.0536196289062492,0.9852297363281242,0.6663803710937506,0.5636196289062494,1
mp-4578_10-1,mp-4578,1.9752249755859368,1.4666342773437495,0.9496920166015616,1.3370668945312492,0.7703079833984381,0.4596920166015619,1
mp-4628_001,mp-4628,1.9319052734375,1.8737692871093747,0.9930117187499992,0.4349672851562491,0.7269882812500006,0.5030117187499994,1
mp-4647_100,mp-4647,1.8475546875,2.1570334472656247,0.5071108398437492,0.5025026855468742,0.5071108398437492,0.7228891601562508,4
mp-4668_001,mp-4668,1.5714316406249995,2.3871665039062497,0.6871645507812492,1.6851809082031242,0.6871645507812492,0.5428354492187508,4
mp-4721_100,mp-4721,2.110074523925781,2.1345038452148435,0.8556292114257804,1.002830749511718,0.8556292114257804,0.37437078857421957,4
mp-4728_001,mp-4728,2.073125366210937,2.1572470703125,0.8711092529296867,1.3048861083984369,0.8488907470703131,0.3811092529296869,1
mp-484_100,mp-484,2.3229117431640622,1.7412161865234372,1.1534121093749992,1.3649447021484369,0.5665878906250006,0.6634121093749994,1
mp-4876_111,mp-4876,1.7418417968749995,1.8572592773437495,0.5108034667968742,0.9191896972656242,0.5108034667968742,0.7191965332031258,4
mp-488_001,mp-488,1.9001822509765625,2.4871268310546872,0.6674349365234367,0.9590914306640616,0.6674349365234367,0.5625650634765633,4
mp-4899_111,mp-4899,1.7671027221679685,1.4498724975585937,0.6975405273437492,0.4304506835937491,0.6975405273437492,0.5324594726562508,4
mp-4909_100,mp-4909,1.6110739746093747,1.6399130859374995,0.6754763183593742,0.8581240234374992,0.6754763183593742,0.5545236816406258,4
mp-502_001,mp-502,2.2216620483398435,0.9972128906249996,0.9860918579101554,1.6811983642578117,0.7339081420898443,0.49609185791015564,1
mp-504708_100,mp-504708,2.7460837402343747,0.6038718261718747,0.9286196289062492,1.1304323730468742,0.7913803710937506,0.4386196289062494,1
mp-504814_001,mp-504814,1.8747153320312495,1.5674033203124995,0.9912722167968742,1.7766115722656242,0.7287277832031256,0.5012722167968744,1
mp-504957_001,mp-504957,1.9612631835937495,3.624654296875,1.0484621582031242,1.5487062988281242,0.6715378417968756,0.5584621582031244,1
mp-504_001,mp-504,1.7399497070312495,2.24159765625,1.1331179199218742,1.6463320312499992,0.5868820800781256,0.6431179199218744,1
mp-505297_111,mp-505297,1.7654318847656247,1.8076376953125,0.6021120605468742,0.5308535156249992,0.6021120605468742,0.6278879394531258,4
mp-505531_001,mp-505531,1.8440146484375,1.4521994628906247,0.8880617675781242,1.4011538085937492,0.8319382324218756,0.3980617675781244,1
mp-505634_111,mp-505634,1.7853751220703122,1.1396079101562495,0.8439486083984367,1.0718996582031242,0.8439486083984367,0.3860513916015633,4
mp-510099_001,mp-510099,1.9436392822265625,1.7770743408203122,1.0153963623046869,0.7549440917968742,0.7046036376953131,0.5253963623046869,1
mp-510557_100,mp-510557,2.1475424804687497,3.1174216308593747,0.8914797363281242,2.174804931640624,0.8285202636718756,0.4014797363281244,1
mp-5305_001,mp-5305,2.061421875,1.7889609374999995,0.8757937011718742,1.1039125976562492,0.8442062988281256,0.3857937011718744,1
mp-5339_001,mp-5339,2.089700225830078,2.2144064941406247,0.923443084716796,1.2222902832031242,0.7965569152832037,0.43344308471679627,1
