surface_id,bulk_id,crack_e_ads,crack_time,crack_steps,crack_converged,gemnet_e_ads,gemnet_time,gemnet_steps,gemnet_converged
mp-9481_001,mp-9481,1.2408144531249992,0.6688501834869385,51.0,True,1.4319155273437492,1.5547575950622559,33.0,True
mp-949029_100,mp-949029,-1.1222641410827645,0.2675893306732178,22.0,True,-1.306345218658448,1.265526294708252,37.0,True
mp-949_101,mp-949,0.39099145507812416,0.35540127754211426,27.0,True,0.10089135742187416,1.29860258102417,33.0,True
mp-94_001,mp-94,0.5499489364624015,0.18041563034057617,14.0,True,0.5632078704833976,1.7565069198608398,45.0,True
mp-952566_001,mp-952566,-1.448737854003907,0.24448919296264648,20.0,True,-1.7197568359375008,0.8458535671234131,23.0,True
mp-952_110,mp-952,-0.19717382812500084,0.3159463405609131,24.0,True,-0.22021459960937584,3.1216282844543457,81.0,True
mp-9538_010,mp-9538,1.5351564941406242,0.3042738437652588,24.0,True,1.7619020996093742,2.5758113861083984,69.0,True
mp-953_111,mp-953,-0.8391110839843758,0.49449634552001953,37.0,True,-1.5761105957031258,2.4112775325775146,49.0,True
mp-9548_100,mp-9548,-0.5938718261718758,0.3366055488586426,26.0,True,-0.5901486816406258,2.5942366123199463,62.0,True
mp-9549_111,mp-9549,-0.8964536132812508,0.563079833984375,41.0,True,-1.4184262695312508,1.6708755493164062,42.0,True
mp-9550_111,mp-9550,-1.2306821289062508,0.6722710132598877,51.0,True,-1.8188474121093758,1.8179895877838135,46.0,True
mp-9556_101,mp-9556,-1.6618344726562508,0.37342381477355957,29.0,True,-1.7668073120117196,2.7031617164611816,70.0,True
mp-956096_100,mp-956096,-2.021270507812501,0.5873215198516846,44.0,True,-2.309783691406251,4.019114971160889,82.0,True
mp-9561_001,mp-9561,1.2260744628906242,0.47095608711242676,36.0,True,1.2816469726562492,1.861738920211792,46.0,True
mp-9569_001,mp-9569,1.3210604248046867,0.2986030578613281,22.0,True,1.1379549560546867,1.5545439720153809,40.0,True
mp-9570_001,mp-9570,0.7777445373535148,0.3942534923553467,30.0,True,1.3323824462890617,1.283869981765747,36.0,True
mp-9571_001,mp-9571,0.9887621459960929,0.2798922061920166,22.0,True,0.959301239013671,2.0222222805023193,56.0,True
mp-9576_100,mp-9576,0.7191469726562492,0.6740274429321289,53.0,True,0.8977968749999992,3.6982433795928955,92.0,True
mp-9577_001,mp-9577,-1.3212735595703133,0.5864636898040771,44.0,True,-1.3546292724609383,2.974005937576294,75.0,True
mp-9579_100,mp-9579,1.0629427490234367,0.8002123832702637,62.0,True,0.5676806030273429,3.0230891704559326,79.0,True
mp-9580_100,mp-9580,1.274345642089843,0.38720202445983887,30.0,True,1.2132113037109367,4.187636375427246,112.0,True
mp-9586_001,mp-9586,-0.04989599609375084,0.2354907989501953,18.0,True,0.16290307617187416,1.101369857788086,25.0,True
mp-9587_001,mp-9587,-0.6331479492187508,0.26079797744750977,20.0,True,-1.5317685546875008,2.6697418689727783,66.0,True
mp-95_100,mp-95,-2.02581381225586,0.4048175811767578,33.0,True,-1.9938104095458993,1.345141887664795,37.0,True
mp-961649_111,mp-961649,-1.8544309082031258,0.23483514785766602,18.0,True,-1.6153714599609383,1.6134495735168457,41.0,True
mp-961652_111,mp-961652,0.46066308593749916,0.34736037254333496,27.0,True,0.21815515136718666,1.525132179260254,39.0,True
mp-961653_111,mp-961653,-0.7704770507812508,0.22357678413391113,17.0,True,-1.6753842773437508,2.7648165225982666,59.0,True
